CET,Temperatura maxC,Temperatura mediaC,Temperatura minC,Punto di rugiadaC,MeanDew PointC,Min DewpointC,Max Umidità, Mean Umidità, Min Umidità, Max Pressione a livello del marehPa, Mean Pressione a livello del marehPa, Min Pressione a livello del marehPa, Max VisibilitàKm, Mean VisibilitàKm, Min VisibilitàkM, Max Velocità del ventoKm/h, Mean Velocità del ventoKm/h, Max Velocità RafficaKm/h,Precipitazionimm, CloudCover, Eventi,WindDirDegrees
2014-12-11,10,3,-4,2,-1,-3,100,82,46,1021,1019,1017,26,24,10,13,6,,0.00,6,,351
2014-12-12,8,1,-6,3,-1,-7,100,84,56,1023,1020,1018,26,11,8,13,5,,0.00,5,Nebbia,31
2014-12-13,7,6,4,5,4,2,93,86,75,1024,1021,1019,10,5,2,11,5,,0.00,6,,119
2014-12-14,7,6,4,7,6,4,100,98,90,1025,1023,1022,4,2,0,6,2,,5.08,8,Nebbia-Pioggia,192
2014-12-15,8,7,6,8,7,6,100,100,98,1024,1021,1018,3,1,0,6,3,,7.87,7,Nebbia-Pioggia,214
2014-12-16,10,7,2,9,7,2,100,98,87,1018,1013,1010,14,6,2,11,6,,2.03,7,Nebbia-Pioggia,360
2014-12-17,9,4,0,7,4,0,100,94,76,1015,1013,1010,10,10,7,13,8,,0.00,5,Nebbia,356
2014-12-18,12,4,-2,6,2,-2,100,92,62,1024,1020,1015,10,10,8,10,3,,0.00,6,Nebbia,353
2014-12-19,12,5,-2,6,3,-1,100,90,59,1025,1022,1021,10,9,5,14,5,,0.00,6,Nebbia,352
2014-12-20,5,2,-2,5,2,-1,100,100,96,1025,1022,1021,10,3,0,11,5,,0.00,7,Nebbia,95
2014-12-21,30,13,-3,6,2,-2,100,96,22,1034,1028,1022,14,3,0,13,5,,0.00,6,Nebbia,171
2014-12-22,11,3,-3,6,1,-3,100,96,71,1034,1030,1027,10,3,0,8,3,,0.00,,Nebbia,252
2014-12-23,9,3,-3,6,1,-3,100,95,71,1031,1028,1027,14,4,0,10,3,,0.00,,Nebbia,140
2014-12-24,6,3,-1,5,3,-1,100,100,93,1030,1027,1025,10,4,0,10,3,,0.00,6,Nebbia,328
2014-12-25,11,4,-2,5,2,-2,100,91,62,1026,1022,1019,11,9,5,10,5,,0.00,,Nebbia,325
2014-12-26,12,3,-5,-2,-9,-13,100,37,9,1026,1023,1020,26,14,8,27,14,40,0.00,,Nebbia,357
2014-12-27,3,-2,-6,1,-3,-9,100,84,47,1023,1011,1001,14,8,3,11,6,27,0.00,6,Nebbia-Neve,346
2014-12-28,10,1,-7,1,-6,-14,100,66,11,1017,1004,999,26,9,4,29,8,39,0.00,6,Nebbia,358
2014-12-29,9,3,-3,-3,-14,-21,80,25,5,1027,1023,1017,31,29,19,29,13,34,0.00,,,13
2014-12-30,5,-1,-6,-5,-8,-14,86,51,13,1031,1028,1026,31,26,10,24,10,,0.00,,,62
2014-12-31,2,-3,-9,-3,-5,-10,100,81,55,1037,1031,1027,10,10,10,14,8,32,0.00,4,,70
2013-1-1,7,1,-5,2,-2,-6,100,82,53,1021,1017,1016,10,9,5,8,3,,0.00,5,Pioggia,303
2013-1-2,6,2,-1,4,2,-1,100,96,81,1031,1022,1017,10,7,3,8,3,,0.00,5,Nebbia-Pioggia,342
2013-1-3,10,4,-2,1,-1,-3,100,83,46,1035,1033,1032,,,,6,3,,0.00,,,331
2013-1-4,13,4,-3,4,0,-4,100,72,44,1033,1029,1025,10,10,10,11,3,,0.00,2,,321
2013-1-5,22,13,4,5,1,-1,75,44,22,1025,1021,1019,,,,14,6,,0.00,,,341
2013-1-6,16,9,2,6,2,-2,100,71,39,1023,1020,1017,10,10,10,10,3,,0.00,5,,341
2013-1-7,15,7,-1,4,1,-7,100,79,22,1025,1021,1018,8,7,1,11,5,,0.00,4,,53
2013-1-8,8,6,3,5,4,3,100,95,81,1027,1025,1024,5,3,0,6,3,,0.00,5,Nebbia,210
2013-1-9,6,4,4,4,3,2,100,88,76,1024,1022,1019,6,4,0,6,3,,0.00,7,Nebbia,262
2013-1-10,7,2,-3,4,2,-3,100,89,70,1019,1013,1009,8,5,0,10,5,,0.00,6,Nebbia,284
2013-1-11,4,1,-2,4,2,-2,100,100,93,1014,1009,1006,8,2,0,8,3,,0.00,7,Nebbia,338
2013-1-12,4,2,1,4,2,1,100,93,81,1016,1015,1014,7,3,0,6,3,,0.00,8,Nebbia,260
2013-1-13,5,2,0,3,2,0,100,94,81,1015,1011,1008,8,5,2,6,3,,0.00,8,Pioggia,231
2013-1-14,4,2,0,3,2,0,100,96,87,1010,1008,1006,9,4,0,6,2,,0.00,6,Nebbia,274
2013-1-15,4,2,1,2,1,-2,100,88,65,1009,1006,1002,10,6,2,6,3,,0.00,7,Pioggia-Neve,331
2013-1-16,6,1,-4,1,-6,-11,100,56,31,1002,998,996,10,10,10,14,5,,0.00,5,,354
2013-1-17,8,3,-1,-8,-14,-15,60,26,18,1002,999,997,10,10,10,16,8,,0.00,5,,7
2013-1-18,7,0,-7,-7,-11,-16,80,47,22,1003,1001,1000,,,,10,5,,0.00,,,279
2013-1-19,3,0,-3,0,-3,-7,100,78,56,1002,1000,999,10,6,1,6,3,,0.00,8,Pioggia-Neve,323
2013-1-20,2,1,0,2,1,0,100,100,100,1001,998,996,5,2,0,6,2,,0.00,8,Nebbia-Pioggia-Neve,275
2013-1-21,5,3,1,5,3,1,100,100,100,996,995,995,2,1,0,8,2,,0.00,8,Nebbia-Pioggia,213
2013-1-22,9,4,-1,5,2,-1,100,94,62,1006,1001,996,10,5,0,6,3,,0.00,6,Nebbia,228
2013-1-23,8,2,-4,3,-1,-4,100,87,57,1007,1006,1005,10,9,6,8,5,,0.00,5,Nebbia-Pioggia,335
2013-1-24,10,3,-3,3,1,-3,100,84,54,1005,1002,999,10,10,9,8,3,,0.00,5,Nebbia-Pioggia,287
2013-1-25,8,2,-4,1,-2,-4,100,85,50,1010,1007,1004,10,10,10,8,5,,0.00,6,,346
2013-1-26,6,0,-5,1,-1,-6,100,85,61,1015,1011,1009,10,8,4,6,3,,0.00,5,,271
2013-1-27,5,-1,-7,1,-2,-8,100,87,70,1015,1014,1012,7,5,4,6,3,,0.00,6,Nebbia,255
2013-1-28,3,2,1,3,2,1,100,96,87,1024,1016,1011,5,3,1,6,2,,0.00,7,Pioggia,172
2013-1-29,7,2,-3,2,0,-3,100,92,70,1025,1023,1021,8,4,2,6,3,,0.00,6,Nebbia,239
2013-1-30,11,3,-3,3,0,-3,100,87,50,1022,1020,1017,8,5,0,8,5,,0.00,,Nebbia,283
2013-1-31,16,6,-5,6,0,-5,100,86,27,1022,1019,1017,10,3,0,10,3,,0.00,,Nebbia,177
2013-2-1,3,0,-3,3,2,-3,100,100,100,1017,1010,1000,4,1,0,8,3,,0.00,8,Nebbia,110
2013-2-2,11,7,3,6,-3,-12,100,65,20,1000,993,989,10,4,1,21,6,,0.00,7,,332
2013-2-3,11,6,-1,-11,-13,-16,47,23,16,1018,1010,999,10,10,10,19,10,,0.00,3,,11
2013-2-4,11,3,-4,-4,-7,-11,80,53,30,1017,1016,1015,,,,11,5,,0.00,,,282
2013-2-5,6,1,-4,2,-2,-7,93,75,61,1016,1010,1001,10,9,7,8,3,,0.00,6,,323
2013-2-6,10,3,-4,2,-4,-12,100,67,20,1001,998,995,10,7,0,10,3,,0.00,3,Nebbia,334
2013-2-7,11,3,-3,0,-9,-17,100,54,14,1009,1004,1000,10,10,10,21,6,,0.00,4,,339
2013-2-8,9,2,-5,-9,-13,-17,59,34,15,1011,1009,1008,10,10,10,13,6,,0.00,6,,335
2013-2-9,8,2,-4,-11,-16,-20,55,28,14,1013,1012,1011,10,10,10,13,6,,0.00,2,,341
2013-2-10,5,-2,-9,-7,-12,-18,64,45,31,1014,1013,1011,10,10,10,8,5,,0.00,5,,19
2013-2-11,1,-1,-2,0,-2,-8,100,90,52,1011,1006,999,10,5,1,13,5,,0.00,8,Neve,335
2013-2-12,5,1,-4,-1,-2,-4,100,89,61,1009,1003,999,10,5,2,8,3,,0.00,6,Neve,186
2013-2-13,5,-1,-7,1,-3,-7,100,94,61,1016,1012,1009,7,3,0,8,3,,0.00,,Nebbia,219
2013-2-14,9,1,-7,-2,-5,-10,100,70,25,1019,1017,1016,9,6,3,11,5,,0.00,,Nebbia,262
2013-2-15,9,2,-5,-3,-4,-7,100,68,34,1018,1016,1014,10,9,8,8,3,,0.00,3,,246
2013-2-16,9,1,-7,0,-4,-8,100,75,46,1021,1020,1019,9,6,3,6,3,,0.00,2,Nebbia,210
2013-2-17,8,2,-4,1,-1,-6,100,81,50,1020,1019,1018,10,9,4,8,5,,0.00,5,,328
2013-2-18,9,3,-3,2,0,-4,100,82,50,1019,1018,1016,10,9,7,8,5,,0.00,4,,250
2013-2-19,9,1,-6,0,-3,-7,100,77,46,1019,1015,1011,8,7,5,8,5,,0.00,,Nebbia,262
2013-2-20,8,2,-4,2,-1,-5,100,80,57,1013,1012,1011,10,4,2,8,5,,0.00,6,Pioggia,165
2013-2-21,4,2,0,3,1,-1,100,98,87,1013,1011,1008,10,4,1,8,5,,0.00,8,Pioggia-Neve,168
2013-2-22,2,-1,-4,0,-2,-4,100,91,70,1008,1005,1003,10,7,1,8,5,,0.00,6,Pioggia-Neve,216
2013-2-23,4,-2,-7,0,-3,-7,100,85,56,1004,1002,999,10,8,4,10,5,,0.00,4,Neve,244
2013-2-24,1,0,0,1,0,-1,100,98,87,1010,1004,999,10,3,1,8,5,,0.00,8,Nebbia-Pioggia-Neve,337
2013-2-25,3,1,0,2,1,0,100,98,87,1021,1016,1010,10,6,2,10,5,,0.00,7,Pioggia-Neve,337
2013-2-26,11,4,-2,2,-1,-3,100,75,38,1021,1021,1019,10,9,8,10,6,,0.00,5,Pioggia-Neve,307
2013-2-27,9,3,-3,4,-1,-5,100,74,43,1025,1022,1021,10,10,9,10,5,,0.00,6,,251
2013-2-28,11,7,2,4,3,1,100,81,58,1025,1024,1022,10,10,8,10,5,,0.00,5,Pioggia,276
2013-3-1,13,6,-2,4,2,-2,100,75,44,1022,1019,1016,10,9,7,10,6,,0.00,2,Nebbia,282
2013-3-2,11,4,-1,4,2,-1,100,80,54,1020,1019,1017,8,6,5,10,6,,0.00,5,Nebbia,272
2013-3-3,13,4,-3,4,1,-4,100,81,51,1019,1017,1016,5,4,2,8,5,,0.00,,Nebbia,262
2013-3-4,14,6,-2,4,0,-3,100,74,36,1023,1020,1019,7,5,3,10,5,,0.00,,Nebbia,262
2013-3-5,11,4,-2,2,-1,-4,93,65,38,1023,1021,1019,10,8,5,10,5,,0.00,6,,279
2013-3-6,8,7,5,7,4,-1,100,91,53,1019,1012,1007,10,8,4,13,6,,0.00,6,Pioggia,321
2013-3-7,10,8,6,10,8,6,100,100,94,1007,1006,1005,8,5,3,10,5,,0.00,6,Pioggia,282
2013-3-8,10,9,8,10,9,8,100,100,94,1006,1005,1004,10,5,1,11,5,,0.00,7,Nebbia-Pioggia,276
2013-3-9,12,7,3,10,7,3,100,97,77,1004,1003,1002,10,5,0,10,6,,0.00,6,Nebbia-Pioggia,268
2013-3-10,14,8,2,10,7,2,100,92,63,1002,1000,998,10,4,0,11,5,,0.00,5,Nebbia,237
2013-3-11,14,7,1,8,6,1,100,89,59,1000,999,998,10,7,0,10,6,,0.00,5,Nebbia,229
2013-3-12,12,7,3,8,6,3,100,91,62,1000,998,996,10,9,2,8,5,,0.00,6,Pioggia,289
2013-3-13,11,7,4,7,6,3,100,89,58,997,995,994,10,8,5,8,5,,0.00,4,,270
2013-3-14,11,6,0,2,-11,-18,100,36,16,999,994,992,10,10,10,19,11,,0.00,3,,342
2013-3-15,9,4,0,-17,-19,-21,23,16,12,1014,1006,999,,,,16,11,,0.00,,,2
2013-3-16,9,1,-7,-4,-10,-21,58,40,17,1019,1017,1014,10,10,10,10,6,,0.00,4,,191
2013-3-17,5,2,0,2,1,-4,100,93,53,1017,1014,1009,10,4,1,8,5,,0.00,8,Pioggia-Neve,360
2013-3-18,5,2,-2,4,2,-2,100,97,87,1008,997,992,10,7,3,10,6,,0.00,7,Nebbia-Pioggia-Neve,280
2013-3-19,14,4,-4,3,-1,-5,100,68,27,1005,1001,994,10,7,5,10,5,,0.00,3,Nebbia,258
2013-3-20,8,4,0,6,2,-1,100,83,57,1010,1007,1005,10,9,7,10,5,,0.00,5,Nebbia-Pioggia,215
2013-3-21,16,7,-2,-2,-5,-10,100,47,17,1013,1011,1010,8,7,5,13,6,,0.00,,Nebbia,271
2013-3-22,15,7,-2,2,-2,-6,87,54,30,1012,1011,1010,10,10,10,10,6,,0.00,6,,228
2013-3-23,12,6,1,8,3,-1,100,77,54,1013,1011,1010,10,8,3,10,5,,0.00,6,Pioggia,286
2013-3-24,8,7,5,8,7,5,100,99,93,1010,1008,1006,6,3,2,10,5,,0.00,8,Pioggia,309
2013-3-25,7,6,4,5,4,3,100,95,87,1006,1002,999,10,7,2,10,6,,0.00,7,Pioggia,184
2013-3-26,6,3,2,3,1,-2,100,80,57,1005,1003,1001,10,8,3,10,5,,0.00,6,Pioggia,149
2013-3-27,7,6,4,3,2,0,93,78,61,1011,1007,1005,10,7,5,10,5,,0.00,7,,216
2013-3-28,7,4,3,5,3,2,100,90,76,1013,1012,1011,7,4,2,8,5,,0.00,7,Pioggia,218
2013-3-29,9,6,2,6,4,2,100,91,66,1010,1007,1004,10,5,1,10,5,,0.00,6,Nebbia,217
2013-3-30,8,6,3,7,6,2,100,98,87,1006,1001,996,10,5,1,13,5,,0.00,6,Nebbia-Pioggia,292
2013-3-31,17,9,1,5,-3,-16,100,59,11,1003,997,995,10,10,10,14,8,,0.00,3,Nebbia,331
2013-4-1,8,6,3,4,2,-2,100,76,50,1006,1005,1003,10,10,10,10,5,,0.00,6,,279
2013-4-2,14,9,4,5,3,2,93,69,44,1004,1002,1000,10,10,10,13,6,,0.00,5,,267
2013-4-3,16,8,1,5,3,0,100,69,42,1007,1004,1003,10,10,8,10,5,,0.00,3,Nebbia,213
2013-4-4,12,9,7,8,5,2,100,77,51,1008,1007,1006,10,9,5,10,5,,0.00,7,Pioggia,83
2013-4-5,10,8,5,9,7,5,100,95,82,1006,1002,1000,10,9,5,10,6,,0.00,6,Nebbia-Pioggia,249
2013-4-6,14,7,1,9,6,1,100,85,59,1012,1009,1006,10,7,1,11,5,,0.00,5,Nebbia,206
2013-4-7,14,10,7,8,6,3,100,75,48,1013,1011,1010,10,10,10,10,5,,0.00,5,Pioggia,154
2013-4-8,10,8,5,5,3,0,100,80,57,1012,1010,1008,10,8,3,8,5,,0.00,7,Pioggia,73
2013-4-9,10,8,5,6,6,4,100,90,66,1010,1009,1008,10,5,1,10,5,,0.00,6,,216
2013-4-10,16,8,1,6,4,1,100,74,45,1013,1011,1010,10,5,3,10,6,,0.00,5,Nebbia,254
2013-4-11,14,10,7,11,8,5,100,89,67,1015,1014,1011,10,5,1,11,5,,0.00,6,Pioggia,298
2013-4-12,17,13,9,12,10,8,100,88,55,1012,1009,1008,10,7,3,11,6,,0.00,6,Pioggia-Temporale,233
2013-4-13,21,12,4,9,4,-1,100,63,27,1024,1018,1013,10,10,10,11,6,,0.00,1,Nebbia,251
2013-4-14,22,13,5,9,6,3,100,62,35,1029,1026,1024,,,,11,5,,0.00,,,227
2013-4-15,23,14,7,10,8,5,100,62,38,1026,1023,1020,,,,10,6,,0.00,,,236
2013-4-16,22,17,12,10,9,5,82,58,42,1023,1022,1020,10,10,10,11,5,,0.00,5,,217
2013-4-17,24,18,12,10,8,6,82,56,35,1025,1023,1021,10,10,10,10,5,,0.00,5,,210
2013-4-18,25,17,9,12,10,7,100,64,39,1023,1020,1017,8,8,6,8,5,,0.00,,,252
2013-4-19,23,17,10,15,11,6,100,76,40,1017,1014,1010,10,8,4,14,6,37,0.00,4,Pioggia-Temporale,262
2013-4-20,10,9,8,9,8,7,100,95,82,1018,1015,1011,10,9,3,13,8,,0.00,7,Pioggia,349
2013-4-21,17,13,9,11,9,7,100,90,52,1018,1016,1014,10,10,3,14,8,,0.00,6,Pioggia-Temporale,319
2013-4-22,15,12,9,11,9,7,100,86,59,1018,1014,1013,10,10,10,13,8,,0.00,6,Pioggia,223
2013-4-23,19,14,9,10,9,7,100,73,46,1027,1022,1018,10,10,10,11,6,,0.00,5,,222
2013-4-24,21,13,7,12,9,7,100,72,43,1031,1029,1027,10,10,8,10,6,,0.00,3,Nebbia-Pioggia,246
2013-4-25,23,14,6,10,8,6,100,66,33,1029,1026,1023,10,10,10,13,5,,0.00,1,,247
2013-4-26,17,13,10,15,12,9,100,87,68,1022,1018,1011,10,10,10,11,6,,0.00,6,Pioggia,290
2013-4-27,16,14,13,14,13,13,100,97,88,1011,1006,1003,10,5,2,11,6,,0.00,7,Pioggia,109
2013-4-28,17,14,12,15,13,11,100,92,68,1016,1012,1006,10,9,3,13,6,,0.00,6,Pioggia,230
2013-4-29,14,13,12,14,13,12,100,100,100,1021,1019,1015,10,7,2,11,8,,0.00,7,Nebbia-Pioggia,312
2013-4-30,18,14,12,16,14,12,100,97,83,1020,1019,1019,10,9,3,13,6,,0.00,6,Pioggia,307
2013-5-1,23,18,13,15,13,11,100,80,47,1021,1019,1017,10,9,5,13,6,,0.00,6,Pioggia,288
2013-5-2,23,17,11,14,12,9,100,76,52,1018,1015,1013,10,10,10,13,6,,0.00,3,,253
2013-5-3,21,14,9,13,11,9,100,78,53,1014,1013,1012,10,10,10,11,5,,0.00,4,,239
2013-5-4,23,16,8,11,9,8,100,70,38,1017,1015,1014,10,10,10,14,6,,0.00,3,,276
2013-5-5,23,16,9,13,9,6,100,68,38,1020,1017,1016,10,10,10,19,6,,0.00,5,Pioggia,251
2013-5-6,20,16,12,15,13,11,100,89,60,1019,1016,1015,10,10,6,10,6,,0.00,6,Pioggia,253
2013-5-7,22,16,10,14,12,10,100,78,53,1015,1014,1012,10,10,10,13,6,,0.00,4,Temporale,243
2013-5-8,23,16,9,14,11,9,100,73,44,1016,1015,1013,10,10,10,11,6,,0.00,2,,244
2013-5-9,24,18,13,15,12,10,100,68,44,1017,1015,1013,10,10,10,10,5,,0.00,5,,267
2013-5-10,20,17,13,16,14,12,100,89,64,1013,1012,1011,10,9,1,10,6,,0.00,6,Nebbia-Pioggia-Temporale,286
2013-5-11,23,17,10,15,11,3,100,72,33,1012,1010,1008,10,8,0,11,6,,0.00,3,Nebbia-Temporale,251
2013-5-12,22,13,6,8,2,-6,93,41,19,1014,1012,1010,10,10,10,16,6,,0.00,2,,261
2013-5-13,21,13,6,10,3,-5,82,46,25,1018,1016,1014,10,10,10,11,6,,0.00,3,,245
2013-5-14,22,14,8,14,9,6,100,65,43,1015,1013,1010,10,10,10,11,6,,0.00,4,Pioggia-Temporale,228
2013-5-15,17,14,12,14,12,9,100,87,63,1010,1008,1006,10,10,10,14,6,,0.00,6,Pioggia,318
2013-5-16,13,11,10,12,11,10,100,99,88,1006,1000,998,10,7,2,13,8,,0.00,8,Pioggia,316
2013-5-17,19,14,11,14,10,5,100,74,40,1008,1002,998,10,8,3,16,8,,0.00,5,Pioggia,166
2013-5-18,17,12,8,12,9,6,100,79,48,1015,1013,1009,10,9,5,13,5,,0.00,5,Pioggia,285
2013-5-19,19,14,11,13,10,4,100,84,37,1013,1010,1008,10,9,7,11,6,,0.00,6,Pioggia-Grandine-Temporale,131
2013-5-20,19,14,9,11,10,7,100,82,49,1016,1014,1013,10,10,10,14,6,,0.00,5,Nebbia-Pioggia,247
2013-5-21,18,13,9,12,10,8,100,86,52,1016,1014,1011,10,9,2,14,8,,0.00,5,Pioggia-Temporale,284
2013-5-22,20,13,6,11,8,1,100,69,32,1012,1007,1004,10,10,10,11,6,,0.00,5,,280
2013-5-23,22,16,10,10,5,1,82,48,33,1005,1002,999,10,10,10,16,8,,0.00,3,Pioggia-Temporale,297
2013-5-24,15,11,7,8,2,-3,93,55,31,1008,1004,1000,10,10,10,16,10,,0.00,5,Pioggia-Temporale,45
2013-5-25,12,8,4,8,6,4,100,86,62,1010,1008,1006,10,10,10,10,5,,0.00,4,Pioggia,207
2013-5-26,20,11,3,7,2,-3,100,56,23,1012,1011,1009,10,10,10,14,8,,0.00,1,,249
2013-5-27,21,12,4,10,7,3,100,65,35,1012,1011,1010,10,10,10,14,6,,0.00,2,,214
2013-5-28,19,14,11,13,11,8,100,78,49,1011,1008,1004,10,10,10,13,5,,0.00,5,Pioggia,221
2013-5-29,18,13,9,12,8,3,100,78,37,1005,1002,1000,10,9,1,14,8,,0.00,6,Pioggia-Temporale,303
2013-5-30,18,13,9,11,8,4,100,73,40,1005,1003,1002,10,10,10,11,6,,0.00,4,Nebbia-Pioggia,234
2013-5-31,21,13,6,10,7,2,100,67,28,1003,1001,1000,10,10,10,13,6,,0.00,5,,234
2013-6-1,22,14,8,13,11,8,100,73,46,1009,1005,1001,10,10,10,11,6,,0.00,4,,216
2013-6-2,27,18,9,12,6,1,100,49,21,1013,1009,1008,10,10,10,16,8,,0.00,5,,331
2013-6-3,23,19,15,14,9,1,94,57,30,1016,1015,1013,10,10,10,10,6,,0.00,4,,181
2013-6-4,24,17,10,12,10,8,100,64,36,1016,1014,1012,10,10,10,11,6,,0.00,5,,241
2013-6-5,25,19,14,15,12,10,94,63,39,1017,1016,1014,10,10,10,11,6,,0.00,3,,209
2013-6-6,25,20,16,15,13,11,94,67,44,1019,1018,1016,10,9,7,10,5,,0.00,3,,205
2013-6-7,25,20,16,15,14,13,94,66,47,1019,1017,1016,10,10,10,11,6,,0.00,3,,253
2013-6-8,27,21,15,16,13,9,94,65,42,1017,1015,1012,10,10,10,11,6,,0.00,3,,235
2013-6-9,20,17,13,15,13,9,100,79,56,1013,1011,1009,10,9,3,13,5,,0.00,6,Pioggia-Temporale,290
2013-6-10,22,16,11,14,13,11,100,78,53,1012,1010,1009,10,10,10,14,6,,0.00,4,Nebbia-Pioggia,236
2013-6-11,27,18,10,14,12,10,100,66,34,1015,1012,1011,10,10,10,16,6,,0.00,2,Nebbia,222
2013-6-12,27,20,13,13,11,7,94,55,32,1019,1017,1016,10,10,10,14,6,,0.00,1,,242
2013-6-13,28,21,14,15,13,10,94,60,34,1021,1019,1016,,,,13,6,32,0.00,,,42
2013-6-14,29,22,16,17,14,11,94,61,37,1017,1016,1015,10,10,10,13,6,27,0.00,4,,162
2013-6-15,28,22,17,19,17,16,100,70,48,1017,1016,1015,10,10,10,16,6,,0.00,3,,171
2013-6-16,29,22,16,19,18,16,100,73,48,1018,1017,1016,10,9,7,11,6,,0.00,2,Nebbia,165
2013-6-17,31,24,18,20,18,17,100,68,43,1018,1017,1015,10,10,10,11,5,26,0.00,2,,208
2013-6-18,33,27,20,20,18,15,94,63,36,1018,1016,1015,,,,13,6,,0.00,,,326
2013-6-19,31,26,21,21,18,15,88,63,38,1018,1016,1015,10,10,10,14,8,,0.00,2,,337
2013-6-20,29,24,18,19,17,15,94,71,48,1016,1016,1014,10,10,10,29,8,,0.00,5,Pioggia,321
2013-6-21,27,21,15,17,14,10,100,69,36,1016,1015,1014,10,10,10,14,6,,0.00,4,Nebbia,173
2013-6-22,27,21,15,16,14,11,100,64,42,1017,1016,1014,10,10,10,16,6,,0.00,3,Temporale,227
2013-6-23,27,21,15,17,16,11,100,74,48,1016,1013,1011,10,10,10,26,6,,0.00,4,Nebbia-Pioggia-Temporale,172
2013-6-24,26,18,11,15,6,0,100,46,19,1016,1012,1010,10,10,10,34,14,48,0.00,4,Pioggia,356
2013-6-25,26,20,14,4,2,0,48,29,20,1019,1016,1015,10,10,10,35,18,48,0.00,2,,352
2013-6-26,26,20,15,8,3,0,59,32,21,1022,1020,1019,10,10,10,19,11,39,0.00,3,,1
2013-6-27,21,16,11,14,9,5,100,66,43,1023,1021,1018,10,10,10,26,10,34,0.00,5,Pioggia-Temporale,59
2013-6-28,21,16,10,12,10,8,100,73,43,1021,1020,1018,10,9,4,14,5,,0.00,3,Nebbia,198
2013-6-29,22,16,10,13,10,6,100,70,35,1021,1019,1017,10,10,10,13,3,,0.00,6,,244
2013-6-30,28,19,10,11,9,6,100,56,26,1019,1018,1017,,,,14,8,,0.00,,,228
2013-7-1,28,20,13,13,11,9,94,57,30,1020,1018,1017,10,10,10,14,5,29,0.00,1,,111
2013-7-2,28,21,15,13,11,9,82,51,30,1019,1018,1016,10,10,10,13,5,,0.00,4,,172
2013-7-3,24,19,15,15,13,11,94,65,50,1017,1016,1014,10,10,10,16,6,,0.00,6,Pioggia,2
2013-7-4,29,21,14,16,14,11,94,61,33,1020,1017,1015,10,10,10,14,6,,0.00,1,,293
2013-7-5,31,24,18,16,15,12,88,58,33,1023,1021,1020,10,10,10,14,6,,0.00,1,,311
2013-7-6,31,24,19,17,15,13,88,56,33,1023,1022,1020,10,10,10,14,8,,0.00,4,,51
2013-7-7,31,24,19,18,15,13,88,55,33,1024,1023,1022,10,10,10,21,10,37,0.00,4,Pioggia-Temporale,46
2013-7-8,30,24,19,20,18,13,100,74,35,1025,1023,1021,10,10,8,26,11,48,0.00,5,Pioggia-Temporale,357
2013-7-9,30,24,19,18,16,14,94,64,40,1022,1020,1017,10,10,10,14,10,,0.00,3,Pioggia,304
2013-7-10,31,24,18,19,16,14,100,65,40,1017,1015,1012,19,11,10,35,10,29,2.03,4,Pioggia-Temporale,12
2013-7-11,30,23,16,19,16,14,100,66,31,1013,1012,1009,10,10,10,14,6,,0.00,3,Nebbia-Pioggia,235
2013-7-12,29,23,18,18,16,15,100,65,38,1017,1015,1012,19,11,10,21,6,27,0.00,3,,127
2013-7-13,29,23,18,20,18,17,100,71,40,1018,1016,1014,19,10,7,26,6,39,3.05,3,,154
2013-7-14,29,22,16,19,15,12,100,63,26,1019,1018,1016,31,15,10,19,8,,0.00,3,Pioggia-Temporale,133
2013-7-15,31,23,16,18,16,14,100,63,28,1019,1018,1015,23,16,10,21,6,,0.00,2,,278
2013-7-16,31,23,17,19,17,14,100,64,29,1021,1020,1018,19,11,10,21,6,32,0.00,2,,102
2013-7-17,29,24,19,18,16,12,88,64,35,1022,1021,1019,26,10,10,35,10,26,2.03,5,Pioggia,7
2013-7-18,27,23,18,20,17,12,94,75,39,1021,1020,1019,10,10,10,26,10,,0.00,5,Pioggia-Temporale,301
2013-7-19,29,22,16,18,16,12,100,66,35,1020,1018,1016,10,10,10,14,5,,0.00,3,,263
2013-7-20,31,23,17,16,14,11,88,57,31,1018,1016,1015,10,10,10,16,8,,0.00,2,Temporale,320
2013-7-21,31,23,17,19,16,14,94,60,38,1019,1017,1017,10,10,10,14,6,40,0.00,1,,22
2013-7-22,31,26,20,19,17,12,88,60,40,1019,1017,1014,10,10,10,26,8,,0.00,2,Temporale,306
2013-7-23,32,24,18,19,16,13,94,61,31,1017,1014,1012,10,10,10,26,13,,0.00,4,Pioggia-Temporale,313
2013-7-24,32,26,20,19,16,14,78,57,33,1016,1015,1013,10,10,10,27,13,,0.00,3,Pioggia-Temporale,275
2013-7-25,32,24,18,20,18,17,100,66,40,1017,1016,1015,10,10,10,14,5,,0.00,2,,214
2013-7-26,33,27,20,21,19,17,100,66,38,1018,1016,1014,10,10,10,14,5,,0.00,3,,292
2013-7-27,34,27,21,21,19,18,94,61,38,1015,1014,1012,10,10,10,14,8,,0.00,2,,293
2013-7-28,34,28,22,20,16,12,88,50,28,1016,1015,1014,10,10,10,19,8,34,0.00,2,,159
2013-7-29,26,21,15,20,17,13,100,78,57,1018,1015,1012,10,10,4,34,8,42,0.00,5,Pioggia-Temporale,3
2013-7-30,31,21,12,15,12,5,100,59,22,1019,1018,1017,,,,14,8,,0.00,,,306
2013-7-31,31,23,16,16,14,11,94,57,33,1020,1019,1017,,,,13,6,,0.00,,,46
